p1,p1l,p2,p2l
http://purl.obolibrary.org/obo/MP_0030029,wide cranial sutures (MPO),http://purl.obolibrary.org/obo/HP_0010537,Wide cranial sutures (HPO)
http://purl.obolibrary.org/obo/MP_0000186,decreased circulating HDL cholesterol level (MPO),http://purl.obolibrary.org/obo/HP_0003233,Decreased HDL cholesterol concentration (HPO)
http://purl.obolibrary.org/obo/MP_0030673,increased circulating alanine level (MPO),http://purl.obolibrary.org/obo/HP_0003348,Hyperalaninemia (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000896,sensitive to spiroxamine (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000757,sensitive to fenhexamid (PHIPO)
http://purl.obolibrary.org/obo/MP_0011410,ectopic testis (MPO),http://purl.obolibrary.org/obo/HP_0000028,Cryptorchidism (HPO)
http://purl.obolibrary.org/obo/ZP_0007074,"cerebellar granule cell cerebellum decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0104154,"cerebellar granule cell corpus cerebelli decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0002444,abnormal T cell physiology (MPO),http://purl.obolibrary.org/obo/HP_0011840,Abnormality of T cell physiology (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001140,neuron migration variant (WBP),http://purl.obolibrary.org/obo/HP_0002269,Abnormality of neuronal migration (HPO)
http://purl.obolibrary.org/obo/HP_0002946,Supernumerary vertebrae (HPO),http://purl.obolibrary.org/obo/MP_0004644,increased vertebrae number (MPO)
http://purl.obolibrary.org/obo/HP_0011070,Abnormality of molar morphology (HPO),http://purl.obolibrary.org/obo/MP_0002689,abnormal molar morphology (MPO)
http://purl.obolibrary.org/obo/MP_0002907,abnormal parturition (MPO),http://purl.obolibrary.org/obo/HP_0001787,Abnormal delivery (HPO)
http://purl.obolibrary.org/obo/MP_0000416,sparse hair (MPO),http://purl.obolibrary.org/obo/HP_0008070,Sparse hair (HPO)
http://purl.obolibrary.org/obo/MP_0001748,increased circulating adrenocorticotropin level (MPO),http://purl.obolibrary.org/obo/HP_0003154,Increased circulating ACTH level (HPO)
http://purl.obolibrary.org/obo/MP_0004046,abnormal mitosis (MPO),http://purl.obolibrary.org/obo/FYPO_0000059,abnormal mitotic cell cycle (FYPO)
http://purl.obolibrary.org/obo/FYPO_0006508,abnormal telomere morphology (FYPO),http://purl.obolibrary.org/obo/WBPhenotype_0001674,telomere morphology variant (WBP)
http://purl.obolibrary.org/obo/HP_0000028,Cryptorchidism (HPO),http://purl.obolibrary.org/obo/MP_0011410,ectopic testis (MPO)
http://purl.obolibrary.org/obo/ZP_0006579,"neutrophil spatial pattern, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0102805,"neutrophil whole organism spatial pattern, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0004351,short humerus (MPO),http://purl.obolibrary.org/obo/HP_0005792,Short humerus (HPO)
http://purl.obolibrary.org/obo/ZP_0103694,"oocyte development process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000186,oogenesis variant (WBP)
http://purl.obolibrary.org/obo/PHIPO_0000022,increased resistance to chemical (PHIPO),http://purl.obolibrary.org/obo/FBcv_0000439,chemical resistant (DPO)
http://purl.obolibrary.org/obo/MP_0030731,abnormal gamma-aminobutyric acid level (MPO),http://purl.obolibrary.org/obo/WBPhenotype_0000552,GABA levels variant (WBP)
http://purl.obolibrary.org/obo/MP_0001806,decreased IgM level (MPO),http://purl.obolibrary.org/obo/HP_0002850,Decreased circulating total IgM (HPO)
http://purl.obolibrary.org/obo/HP_0006891,Thick cerebral cortex (HPO),http://purl.obolibrary.org/obo/MP_0000789,thickened cerebral cortex (MPO)
http://purl.obolibrary.org/obo/FBcv_0000424,cell death defective (DPO),http://purl.obolibrary.org/obo/WBPhenotype_0000729,cell death variant (WBP)
http://purl.obolibrary.org/obo/HP_0003765,Psoriasiform dermatitis (HPO),http://purl.obolibrary.org/obo/MP_0001193,psoriasis (MPO)
http://purl.obolibrary.org/obo/MP_0004690,ischium hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0003175,Hypoplastic ischia (HPO)
http://purl.obolibrary.org/obo/HP_0009799,Supernumerary spleens (HPO),http://purl.obolibrary.org/obo/MP_0003342,accessory spleen (MPO)
http://purl.obolibrary.org/obo/ZP_0100073,"macrophage amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0102804,"macrophage whole organism amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003758,Reduced subcutaneous adipose tissue (HPO),http://purl.obolibrary.org/obo/MP_0008844,decreased subcutaneous adipose tissue amount (MPO)
http://purl.obolibrary.org/obo/HP_0011732,Abnormality of adrenal morphology (HPO),http://purl.obolibrary.org/obo/MP_0000639,abnormal adrenal gland morphology (MPO)
http://purl.obolibrary.org/obo/HP_0010537,Wide cranial sutures (HPO),http://purl.obolibrary.org/obo/MP_0030029,wide cranial sutures (MPO)
http://purl.obolibrary.org/obo/XPO_0132381,abnormal development of optic field (XPO),http://purl.obolibrary.org/obo/XPO_0132209,abnormal development of eye primordium (XPO)
http://purl.obolibrary.org/obo/MP_0001254,increased body height (MPO),http://purl.obolibrary.org/obo/HP_0000098,Tall stature (HPO)
http://purl.obolibrary.org/obo/HP_0011103,Abnormal left ventricular outflow tract morphology (HPO),http://purl.obolibrary.org/obo/MP_0010429,abnormal heart left ventricle outflow tract morphology (MPO)
http://purl.obolibrary.org/obo/HP_0005372,Abnormality of B cell physiology (HPO),http://purl.obolibrary.org/obo/MP_0002459,abnormal B cell physiology (MPO)
http://purl.obolibrary.org/obo/HP_0002088,Abnormal lung morphology (HPO),http://purl.obolibrary.org/obo/MP_0001175,abnormal lung morphology (MPO)
http://purl.obolibrary.org/obo/HP_0011138,Abnormality of skin adnexa morphology (HPO),http://purl.obolibrary.org/obo/MP_0010678,abnormal skin adnexa morphology (MPO)
http://purl.obolibrary.org/obo/FBcv_0001324,endocytosis defective (DPO),http://purl.obolibrary.org/obo/PHIPO_0000261,abnormal endocytosis (PHIPO)
http://purl.obolibrary.org/obo/MP_0003031,acidosis (MPO),http://purl.obolibrary.org/obo/HP_0001941,Acidosis (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000183,apoptosis increased (WBP),http://purl.obolibrary.org/obo/ZP_0004962,"apoptotic process increased rate, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0000032,cochlear degeneration (MPO),http://purl.obolibrary.org/obo/HP_0005102,Cochlear degeneration (HPO)
http://purl.obolibrary.org/obo/HP_0031377,Abnormal cell proliferation (HPO),http://purl.obolibrary.org/obo/WBPhenotype_0000171,cell proliferation variant (WBP)
http://purl.obolibrary.org/obo/ZP_0006827,"iridophore absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0015396,"iridophore integument absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0000304,"cell population proliferation decreased occurrence, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000173,cell proliferation reduced (WBP)
http://purl.obolibrary.org/obo/MP_0004993,decreased bone resorption (MPO),http://purl.obolibrary.org/obo/HP_0002797,Osteolysis (HPO)
http://purl.obolibrary.org/obo/HP_0000470,Short neck (HPO),http://purl.obolibrary.org/obo/MP_0012721,short neck (MPO)
http://purl.obolibrary.org/obo/HP_0032363,Decreased circulating corticosterone level (HPO),http://purl.obolibrary.org/obo/MP_0002665,decreased circulating corticosterone level (MPO)
http://purl.obolibrary.org/obo/MP_0011728,abnormal pineal gland physiology (MPO),http://purl.obolibrary.org/obo/HP_0012688,Abnormality of pineal physiology (HPO)
http://purl.obolibrary.org/obo/HP_0000842,Hyperinsulinemia (HPO),http://purl.obolibrary.org/obo/MP_0002079,increased circulating insulin level (MPO)
http://purl.obolibrary.org/obo/MP_0010532,absent atrioventricular node (MPO),http://purl.obolibrary.org/obo/HP_0006681,Absent atrioventricular node (HPO)
http://purl.obolibrary.org/obo/HP_0012286,Abnormal hypothalamus morphology (HPO),http://purl.obolibrary.org/obo/MP_0000837,abnormal hypothalamus morphology (MPO)
http://purl.obolibrary.org/obo/ZP_0008973,"neuromuscular synaptic transmission process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000658,neuromuscular synaptic transmission variant (WBP)
http://purl.obolibrary.org/obo/ZP_0008875,"trunk vasculature spatial pattern, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0013987,"vasculature trunk spatial pattern, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0004085,"eye photoreceptor cell retinal photoreceptor layer apoptotic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004091,"eye photoreceptor cell retinal outer nuclear layer apoptotic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0011875,Abnormal platelet morphology (HPO),http://purl.obolibrary.org/obo/MP_0004720,abnormal platelet morphology (MPO)
http://purl.obolibrary.org/obo/HP_0012438,Abnormal gallbladder physiology (HPO),http://purl.obolibrary.org/obo/MP_0005085,abnormal gallbladder physiology (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0002408,cytokinesis variant (WBP),http://purl.obolibrary.org/obo/FBcv_0000433,cytokinesis defective (DPO)
http://purl.obolibrary.org/obo/MP_0003529,enlarged clitoris (MPO),http://purl.obolibrary.org/obo/HP_0040253,Increased size of the clitoris (HPO)
http://purl.obolibrary.org/obo/MP_0002151,abnormal neural tube morphology (MPO),http://purl.obolibrary.org/obo/HP_0410043,Abnormal neural tube morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0103848,"retinal cone cell retinal outer nuclear layer decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000505,"retinal cone cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0000552,abnormal radius morphology (MPO),http://purl.obolibrary.org/obo/HP_0045009,Abnormal morphology of the radius (HPO)
http://purl.obolibrary.org/obo/MP_0011538,abnormal urine hormone level (MPO),http://purl.obolibrary.org/obo/HP_0012029,Abnormal urine hormone level (HPO)
http://purl.obolibrary.org/obo/HP_0008551,Microtia (HPO),http://purl.obolibrary.org/obo/MP_0030297,outer ear hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0003270,intestinal obstruction (MPO),http://purl.obolibrary.org/obo/HP_0005214,Intestinal obstruction (HPO)
http://purl.obolibrary.org/obo/FYPO_0000168,abnormal mitotic spindle assembly checkpoint (FYPO),http://purl.obolibrary.org/obo/MP_0009762,abnormal mitotic spindle assembly checkpoint (MPO)
http://purl.obolibrary.org/obo/MP_0005344,increased circulating bilirubin level (MPO),http://purl.obolibrary.org/obo/HP_0002904,Hyperbilirubinemia (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000518,development phenotype (WBP),http://purl.obolibrary.org/obo/XPO_0133403,abnormal developmental process (XPO)
http://purl.obolibrary.org/obo/ZP_0007464,"axis whole organism decreased length, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000568,"axis decreased length, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0010903,"scapulocoracoid pectoral fin decreased size, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001061,"scapulocoracoid decreased size, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0010437,absent coronary sinus (MPO),http://purl.obolibrary.org/obo/HP_0031783,Absent coronary sinus (HPO)
http://purl.obolibrary.org/obo/ZP_0000657,"retinal ganglion cell decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0006480,"retinal ganglion cell retina decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0004644,increased vertebrae number (MPO),http://purl.obolibrary.org/obo/HP_0002946,Supernumerary vertebrae (HPO)
http://purl.obolibrary.org/obo/HP_0008724,Hypoplasia of the ovary (HPO),http://purl.obolibrary.org/obo/MP_0005158,ovary hypoplasia (MPO)
http://purl.obolibrary.org/obo/XPO_0131409,abnormal locomotory behavior (XPO),http://purl.obolibrary.org/obo/ZP_0008523,"locomotory behavior process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/WBPhenotype_0000067,organism stress response variant (WBP),http://purl.obolibrary.org/obo/ZP_0100495,"response to stress process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0001078,"fin fold actinotrichium decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004549,"actinotrichium decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0010916,Abnormal circulating alanine concentration (HPO),http://purl.obolibrary.org/obo/MP_0030672,abnormal circulating alanine level (MPO)
http://purl.obolibrary.org/obo/HP_0011219,Short face (HPO),http://purl.obolibrary.org/obo/MP_0030066,short face (MPO)
http://purl.obolibrary.org/obo/ZP_0003629,"actinotrichium absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014297,"actinotrichium median fin fold absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0004360,absent ulna (MPO),http://purl.obolibrary.org/obo/HP_0003982,Aplasia of the ulna (HPO)
http://purl.obolibrary.org/obo/MP_0001876,decreased inflammatory response (MPO),http://purl.obolibrary.org/obo/HP_0012648,Decreased inflammatory response (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000019,inviable cell (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0000729,cell death variant (WBP)
http://purl.obolibrary.org/obo/MP_0006226,iris hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0007676,Hypoplasia of the iris (HPO)
http://purl.obolibrary.org/obo/MP_0001790,abnormal immune system physiology (MPO),http://purl.obolibrary.org/obo/HP_0010978,Abnormality of immune system physiology (HPO)
http://purl.obolibrary.org/obo/ZP_0003780,"cell whole organism polyploid, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0019333,"cell polyploid, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0008419,Intervertebral disc degeneration (HPO),http://purl.obolibrary.org/obo/MP_0004684,intervertebral disk degeneration (MPO)
http://purl.obolibrary.org/obo/HP_0001952,Glucose intolerance (HPO),http://purl.obolibrary.org/obo/MP_0005291,abnormal glucose tolerance (MPO)
http://purl.obolibrary.org/obo/HP_0010444,Pulmonary insufficiency (HPO),http://purl.obolibrary.org/obo/MP_0006048,pulmonary valve regurgitation (MPO)
http://purl.obolibrary.org/obo/MP_0011583,abnormal alkaline phosphatase activity (MPO),http://purl.obolibrary.org/obo/FYPO_0007040,abnormal alkaline phosphatase activity (FYPO)
http://purl.obolibrary.org/obo/HP_0005792,Short humerus (HPO),http://purl.obolibrary.org/obo/MP_0004351,short humerus (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001348,chromosome morphology variant (WBP),http://purl.obolibrary.org/obo/MP_0003702,abnormal chromosome morphology (MPO)
http://purl.obolibrary.org/obo/MP_0010386,abnormal urinary bladder physiology (MPO),http://purl.obolibrary.org/obo/HP_0000009,Functional abnormality of the bladder (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001421,endocytic transport variant (WBP),http://purl.obolibrary.org/obo/PHIPO_0000262,abnormal pathogen host interaction endocytosis (PHIPO)
http://purl.obolibrary.org/obo/MP_0003671,abnormal eyelid aperture (MPO),http://purl.obolibrary.org/obo/HP_0200007,Abnormal size of the palpebral fissures (HPO)
http://purl.obolibrary.org/obo/HP_0000601,Hypotelorism (HPO),http://purl.obolibrary.org/obo/MP_0006197,ocular hypotelorism (MPO)
http://purl.obolibrary.org/obo/HP_0010911,Hyperleucinemia (HPO),http://purl.obolibrary.org/obo/MP_0030750,increased circulating leucine level (MPO)
http://purl.obolibrary.org/obo/MP_0004694,absent patella (MPO),http://purl.obolibrary.org/obo/HP_0006443,Patellar aplasia (HPO)
http://purl.obolibrary.org/obo/ZP_0002361,"endodermal cell decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000101,"endodermal cell endoderm decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0030305,Decreased number of vertebrae (HPO),http://purl.obolibrary.org/obo/MP_0004645,decreased vertebrae number (MPO)
http://purl.obolibrary.org/obo/HP_0012100,Abnormal circulating creatinine level (HPO),http://purl.obolibrary.org/obo/MP_0005328,abnormal circulating creatinine level (MPO)
http://purl.obolibrary.org/obo/FBcv_0001324,endocytosis defective (DPO),http://purl.obolibrary.org/obo/PHIPO_0000262,abnormal pathogen host interaction endocytosis (PHIPO)
http://purl.obolibrary.org/obo/HP_0012535,Abnormal synaptic transmission (HPO),http://purl.obolibrary.org/obo/WBPhenotype_0000584,synaptic transmission variant (WBP)
http://purl.obolibrary.org/obo/XPO_0137009,decreased apoptosis in circulatory system (XPO),http://purl.obolibrary.org/obo/XPO_0136700,decreased apoptosis in cardiovascular system (XPO)
http://purl.obolibrary.org/obo/HP_0011035,Abnormal renal cortex morphology (HPO),http://purl.obolibrary.org/obo/MP_0000521,abnormal kidney cortex morphology (MPO)
http://purl.obolibrary.org/obo/XPO_0102836,abnormal peripheral nerve morphology (XPO),http://purl.obolibrary.org/obo/XPO_0101799,abnormal nerve morphology (XPO)
http://purl.obolibrary.org/obo/XPO_0138523,decreased cell population proliferation in trigeminal ganglion (XPO),http://purl.obolibrary.org/obo/XPO_0138522,decreased cell population proliferation in gasserian ganglion (XPO)
http://purl.obolibrary.org/obo/HP_0005213,Pancreatic calcification (HPO),http://purl.obolibrary.org/obo/MP_0014108,calcified pancreas (MPO)
http://purl.obolibrary.org/obo/MP_0008255,decreased megakaryocyte cell number (MPO),http://purl.obolibrary.org/obo/HP_0005548,Megakaryocytopenia (HPO)
http://purl.obolibrary.org/obo/HP_0008887,Adipose tissue loss (HPO),http://purl.obolibrary.org/obo/MP_0010025,decreased total body fat amount (MPO)
http://purl.obolibrary.org/obo/HP_0002883,Hyperventilation (HPO),http://purl.obolibrary.org/obo/MP_0002320,hyperventilation (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000625,synaptogenesis variant (WBP),http://purl.obolibrary.org/obo/ZP_0016367,"synapse assembly process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0104255,"vasculature trunk decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0021016,"trunk vasculature decreased amount, abnormal (ZPO)"
